time,total_energy,mean_state,active_cells
301,3547.9479280973683,0.21654955615828664,4009
302,3546.6352987777127,0.21646943962266313,3998
303,3545.3074375629026,0.21638839340593888,3991
304,3549.3071821872527,0.21663251844404618,3993
305,3549.5209024964697,0.21664556289651304,3991
306,3547.018731878623,0.2164928425218886,3994
307,3548.503480249989,0.21658346437072687,3998
308,3548.1515453621632,0.2165619839698586,4001
309,3546.3282234671997,0.21645069723310545,3989
310,3547.3387050084657,0.21651237213186436,3991
311,3548.5191264924906,0.21658441934158268,3998
312,3552.2856026490877,0.21681430680231248,4001
313,3551.350695541039,0.2167572446008935,4006
314,3551.9047838847027,0.2167910634695253,4008
315,3550.716779112324,0.21671855341261742,4010
316,3550.0301001170333,0.21667664185284627,3999
317,3552.5203280499513,0.21682863330383004,4015
318,3556.5616860004243,0.21707529821779933,4016
319,3555.932170711891,0.21703687565380195,4021
320,3554.551485016341,0.2169526052866419,4026
321,3554.425441914714,0.21694491222623988,4021
322,3555.85857485018,0.21703238371888306,4017
323,3552.5660510749867,0.2168314240158073,4009
324,3554.2100821455383,0.21693176770907827,4015
325,3554.574077659224,0.21695398423213036,4006
326,3551.473658258448,0.21676474964956347,4003
327,3550.805701531768,0.21672398080638233,4002
328,3549.3823964974076,0.21663710916121873,4000
329,3555.4196529076567,0.2170055940495396,4008
330,3555.3926975322297,0.21700394882398863,4005
331,3549.3958179191004,0.21663792833978884,4006
332,3549.253239763107,0.21662922605975996,4017
333,3552.487348139375,0.2168266203698349,4019
334,3554.178457271982,0.21692983747997938,4019
335,3556.630418989579,0.21707949334653193,4020
336,3561.296434021864,0.2173642843030923,4026
337,3558.904788723049,0.21721830985858454,4030
338,3561.903974107596,0.21740136560715306,4033
339,3563.793315404949,0.2175166818484466,4022
340,3561.6455460847756,0.21738559241240085,4029
341,3563.590269261733,0.21750428889536944,4025
342,3562.042137971206,0.21740979846015662,4016
343,3558.2629171284248,0.2171791331255142,4011
344,3556.697226702509,0.2170835709657293,4004
345,3554.8386645124137,0.2169701333320565,4012
346,3559.939789428449,0.21728148128835748,4012
347,3557.1118528706547,0.21710887773868742,4007
348,3555.8252404074647,0.21703034914596342,4015
349,3557.6980963809656,0.2171446592029398,4011
350,3555.176153017455,0.21699073199569427,4010
351,3555.0423099022014,0.21698256286024178,4010
352,3555.058484408205,0.21698355007374298,4032
353,3557.5910766658676,0.21713812723790696,4042
354,3558.016263896672,0.21716407860697462,4028
355,3560.4940583343073,0.21731531117763106,4016
356,3559.9223623023677,0.21728041762099412,4013
357,3562.7806621758764,0.21745487440038308,4020
358,3561.34464712906,0.2173672269976233,4016
359,3561.0038589149685,0.21734642693572806,4017
360,3560.4014690194067,0.21730965997432902,4019
361,3558.408992594128,0.2171880488643877,4018
362,3556.068712531678,0.2170452095051073,4020
363,3559.4943609988923,0.2172542944945613,4022
364,3562.418388840849,0.21743276299077446,4023
365,3563.44037456847,0.2174951400493451,4025
366,3565.0297472946454,0.2175921476620267,4029
367,3563.818634160845,0.21751822718266875,4022
368,3568.0078577323266,0.21777391709792032,4025
369,3569.28883093069,0.2178521014972345,4018
370,3567.6620710617226,0.21775281195445084,4016
371,3569.895397638186,0.21788912339100255,4019
372,3566.750047629989,0.2176971464617913,4019
373,3567.9677965322007,0.21777147195631108,4019
374,3566.3132712625716,0.2176704877479597,4029
375,3568.679808994188,0.21781492974818042,4024
376,3567.0597100304453,0.21771604675478792,4018
377,3570.37486457606,0.21791838773047242,4017
378,3567.2004458102037,0.21772463658509544,4031
379,3564.4253833096686,0.21755526021177177,4024
380,3564.0887783175417,0.21753471547348277,4018
381,3567.1729252733044,0.2177229568648257,4023
382,3565.0855980857714,0.21759555652378976,4010
383,3560.8369581272395,0.21733624012007077,4000
384,3558.7256527453087,0.21720737626619316,4008
385,3560.1384084727547,0.2172936040327609,4013
386,3555.97336698487,0.21703939007476014,4003
387,3556.7359460364833,0.21708593420632832,4013
388,3559.7233164347676,0.21726826882536424,4007
389,3555.9397835841723,0.21703734030665114,3999
390,3556.586839285247,0.2170768334524687,3999
391,3557.05694203449,0.2171055262472223,3996
392,3557.542544602442,0.21713516507583264,4007
393,3561.017993103776,0.2173472896181504,4014
394,3562.2232993689504,0.2174208556743744,4017
395,3566.2531088468777,0.21766681572551744,4022
396,3564.4442652739185,0.21755641267541007,4017
397,3563.9577727800006,0.21752671953002933,4016
398,3562.6636076532536,0.21744772995930503,4011
399,3559.9291901998795,0.2172808343627856,4005
400,3557.628632595052,0.21714041946991283,4010
