Profiling Cell_IA — lenia_model_step_legacy! — 256x256 — 255 pasos — 138209 muestras
Formato plano (C=true): incluye frames de C -> aquí SÍ aparece el coste de
FFTW (la convolución) y de la recolección de basura (gc).

 Count  Overhead File                    Line Function
   273         0 …Ts\src\definitions.jl   269 *
   276         0 …stomEvolutionRules.jl   224 lenia_model_step_legacy!(model::S…
   286         0 …Ts\src\definitions.jl    66 ifft(x::Matrix{ComplexF64})
   286         0 …Ts\src\definitions.jl    67 ifft(x::Matrix{ComplexF64}, regio…
   351        21 C:/workdir/src\gf.c     3123 ijl_apply_generic
   367         0 …Ts\src\definitions.jl    66 fft
   367         0 …Ts\src\definitions.jl   214 fft
   432         0 @FFTW\src\fft.jl         831 *(p::FFTW.cFFTWPlan{ComplexF64, 1…
   432         0 @FFTW\src\fft.jl         520 unsafe_execute!
   455       379 …1e\bin\libfftw3-3.dll     ? .text
   463        43 @Base\Base.jl             53 setproperty!(x::Main.UniversalAge…
   464        63 …ables\kRdcL_fy65U.dll     ? jfptr_getindex_29631
   747         0 …stomEvolutionRules.jl   216 lenia_model_step_legacy!(model::S…
   926       926 @Base\Base.jl             49 getproperty
  2736        26 …stomEvolutionRules.jl   223 lenia_model_step_legacy!(model::S…
  4228         0 …WS\SYSTEM32\ntdll.dll     ? RtlUserThreadStart
  4228         0 …System32\KERNEL32.DLL     ? BaseThreadInitThunk
  4228         0 …kdir/cli\loader_exe.c    58 mainCRTStartup
  4228         0 C:/workdir/src\jlapi.c  1059 jl_repl_entrypoint
  4228         0 C:/workdir/src\jlapi.c   900 true_main
  4228         0 C:/workdir/src\julia.h  2157 jl_apply
  4228         0 …1.7\lib\julia\sys.dll     ? jfptr__start_75434.1
  4228         0 @Base\client.jl          531 _start()
  4228         0 @Base\client.jl          323 exec_options(opts::Base.JLOptions)
  4228         0 …1.7\lib\julia\sys.dll     ? jfptr_include_48270.1
  4228         0 @Base\Base.jl            562 include(mod::Module, _path::Strin…
  4228         0 @Base\loading.jl        2794 _include(mapexpr::Function, mod::…
  4228         0 @Base\loading.jl        2734 include_string(mapexpr::typeof(id…
  4228         0 @Base\boot.jl            430 eval
  4228         0 …orkdir/src\toplevel.c   994 ijl_toplevel_eval_in
  4228         0 …orkdir/src\toplevel.c   952 ijl_toplevel_eval
  4228         0 …orkdir/src\toplevel.c   886 jl_toplevel_eval_flex
  4228         0 …orkdir/src\toplevel.c   943 jl_toplevel_eval_flex
  4228         0 …dir/src\interpreter.c   824 jl_interpret_toplevel_thunk
  4228         0 …dir/src\interpreter.c   684 eval_body
  4228         0 …dir/src\interpreter.c   174 eval_stmt_value
  4228         0 …dir/src\interpreter.c   223 eval_value
  4228         0 …dir/src\interpreter.c   126 do_call
  4228        28 [any unknown stackframes]
  4228         0 …ench\profile_lenia.jl   124 main()
  4228         0 …rofile\src\Profile.jl    58 macro expansion
  4228         0 …ions\step_standard.jl     5 step!(model::StandardABM{GridSpac…
  4228         0 …ions\step_standard.jl    26 step_ahead!
Total snapshots: 4230. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
